year,time_aggregation_value,census_tract,totalrequests
2016.0,5.0,000501,95.0
2016.0,5.0,000502,120.0
2016.0,5.0,000600,178.0
2016.0,5.0,000701,66.0
2016.0,5.0,000702,35.0
2016.0,5.0,000801,121.0
2016.0,5.0,000802,128.0
2016.0,5.0,000901,115.0
2016.0,5.0,000902,77.0
2016.0,5.0,001001,343.0
2016.0,5.0,001002,69.0
2016.0,5.0,001100,267.0
2016.0,5.0,001200,159.0
2016.0,5.0,001301,75.0
2016.0,5.0,001302,67.0
2016.0,5.0,001401,178.0
2016.0,5.0,001402,128.0
2016.0,5.0,001500,250.0
2016.0,5.0,001600,238.0
2016.0,5.0,001702,153.0
2016.0,5.0,001803,57.0
2016.0,5.0,001804,111.0
2016.0,5.0,001901,187.0
2016.0,5.0,001902,120.0
2016.0,5.0,002001,107.0
2016.0,5.0,002002,237.0
2016.0,5.0,002101,167.0
2016.0,5.0,002102,209.0
2016.0,5.0,002201,197.0
2016.0,5.0,002202,98.0
2016.0,5.0,002301,160.0
2016.0,5.0,002302,15.0
2016.0,5.0,002400,221.0
2016.0,5.0,002501,168.0
2016.0,5.0,002502,178.0
2016.0,5.0,002600,123.0
2016.0,5.0,002701,93.0
2016.0,5.0,002702,174.0
2016.0,5.0,002801,69.0
2016.0,5.0,002802,159.0
2016.0,5.0,002900,211.0
2016.0,5.0,003000,107.0
2016.0,5.0,003100,133.0
2016.0,5.0,003200,223.0
2016.0,5.0,003301,191.0
2016.0,5.0,003302,97.0
2016.0,5.0,003400,230.0
2016.0,5.0,003500,131.0
2016.0,5.0,003600,130.0
2016.0,5.0,003700,92.0
2016.0,5.0,003800,126.0
2016.0,5.0,003900,141.0
2016.0,5.0,004001,112.0
2016.0,5.0,004002,92.0
2016.0,5.0,004100,103.0
2016.0,5.0,004201,120.0
2016.0,5.0,004202,107.0
2016.0,5.0,004300,191.0
2016.0,5.0,004400,379.0
2016.0,5.0,004600,205.0
2016.0,5.0,004701,60.0
2016.0,5.0,004702,84.0
2016.0,5.0,004801,241.0
2016.0,5.0,004802,136.0
2016.0,5.0,004901,153.0
2016.0,5.0,004902,150.0
2016.0,5.0,005001,82.0
2016.0,5.0,005002,109.0
2016.0,5.0,005201,181.0
2016.0,5.0,005301,171.0
2016.0,5.0,005500,329.0
2016.0,5.0,005600,272.0
2016.0,5.0,005800,574.0
2016.0,5.0,005900,248.0
2016.0,5.0,006202,153.0
2016.0,5.0,006400,101.0
2016.0,5.0,006500,185.0
2016.0,5.0,006600,132.0
2016.0,5.0,006700,149.0
2016.0,5.0,006801,89.0
2016.0,5.0,006802,90.0
2016.0,5.0,006804,20.0
2016.0,5.0,006900,119.0
2016.0,5.0,007000,167.0
2016.0,5.0,007100,98.0
2016.0,5.0,007200,171.0
2016.0,5.0,007301,14.0
2016.0,5.0,007304,105.0
2016.0,5.0,007401,48.0
2016.0,5.0,007403,37.0
2016.0,5.0,007404,93.0
2016.0,5.0,007406,29.0
2016.0,5.0,007407,101.0
2016.0,5.0,007408,55.0
2016.0,5.0,007409,48.0
2016.0,5.0,007502,77.0
2016.0,5.0,007503,109.0
2016.0,5.0,007504,49.0
2016.0,5.0,007601,212.0
2016.0,5.0,007603,121.0
2016.0,5.0,007604,124.0
2016.0,5.0,007605,81.0
2016.0,5.0,007703,112.0
2016.0,5.0,007707,127.0
2016.0,5.0,007708,50.0
2016.0,5.0,007709,61.0
2016.0,5.0,007803,186.0
2016.0,5.0,007804,74.0
2016.0,5.0,007806,99.0
2016.0,5.0,007807,70.0
2016.0,5.0,007808,140.0
2016.0,5.0,007809,97.0
2016.0,5.0,007901,186.0
2016.0,5.0,007903,98.0
2016.0,5.0,008001,151.0
2016.0,5.0,008002,193.0
2016.0,5.0,008100,125.0
2016.0,5.0,008200,138.0
2016.0,5.0,008301,248.0
2016.0,5.0,008302,135.0
2016.0,5.0,008402,151.0
2016.0,5.0,008410,227.0
2016.0,5.0,008701,122.0
2016.0,5.0,008702,109.0
2016.0,5.0,008802,218.0
2016.0,5.0,008803,33.0
2016.0,5.0,008804,121.0
2016.0,5.0,008903,123.0
2016.0,5.0,008904,70.0
2016.0,5.0,009000,45.0
2016.0,5.0,009102,166.0
2016.0,5.0,009201,52.0
2016.0,5.0,009203,116.0
2016.0,5.0,009204,37.0
2016.0,5.0,009301,162.0
2016.0,5.0,009302,89.0
2016.0,5.0,009400,201.0
2016.0,5.0,009501,86.0
2016.0,5.0,009503,142.0
2016.0,5.0,009504,127.0
2016.0,5.0,009505,161.0
2016.0,5.0,009507,62.0
2016.0,5.0,009508,93.0
2016.0,5.0,009509,111.0
2016.0,5.0,009601,71.0
2016.0,5.0,009602,56.0
2016.0,5.0,009603,119.0
2016.0,5.0,009604,77.0
2016.0,5.0,009700,91.0
2016.0,5.0,009801,32.0
2016.0,5.0,009802,28.0
2016.0,5.0,009803,64.0
2016.0,5.0,009804,60.0
2016.0,5.0,009807,78.0
2016.0,5.0,009810,35.0
2016.0,5.0,009811,62.0
2016.0,5.0,009901,153.0
2016.0,5.0,009902,148.0
2016.0,5.0,009903,55.0
2016.0,5.0,009904,111.0
2016.0,5.0,009905,84.0
2016.0,5.0,009906,64.0
2016.0,5.0,009907,58.0
2016.0,5.0,010100,335.0
2016.0,5.0,010200,268.0
2016.0,5.0,010300,109.0
2016.0,5.0,010400,170.0
2016.0,5.0,010500,143.0
2016.0,5.0,010600,364.0
2016.0,5.0,010700,575.0
2016.0,5.0,010800,469.0
2016.0,5.0,010900,28.0
2016.0,5.0,011000,46.0
2016.0,5.0,011100,250.0
2016.0,6.0,000100,291.0
2016.0,6.0,000201,8.0
2016.0,6.0,000202,245.0
2016.0,6.0,000300,255.0
2016.0,6.0,000400,64.0
2016.0,6.0,000501,72.0
2016.0,6.0,000502,70.0
2016.0,6.0,000600,138.0
2016.0,6.0,000701,70.0
2016.0,6.0,000702,38.0
2016.0,6.0,000801,118.0
2016.0,6.0,000802,119.0
2016.0,6.0,000901,187.0
2016.0,6.0,000902,94.0
2016.0,6.0,001001,399.0
2016.0,6.0,001002,56.0
2016.0,6.0,001100,346.0
2016.0,6.0,001200,178.0
2016.0,6.0,001301,134.0
2016.0,6.0,001302,85.0
2016.0,6.0,001401,112.0
2016.0,6.0,001402,111.0
2016.0,6.0,001500,182.0
2016.0,6.0,001600,241.0
2016.0,6.0,001702,185.0
2016.0,6.0,001803,57.0
2016.0,6.0,001804,157.0
2016.0,6.0,001901,209.0
2016.0,6.0,001902,127.0
2016.0,6.0,002001,113.0
2016.0,6.0,002002,214.0
2016.0,6.0,002101,204.0
2016.0,6.0,002102,216.0
2016.0,6.0,002201,242.0
2016.0,6.0,002202,125.0
2016.0,6.0,002301,195.0
2016.0,6.0,002302,13.0
2016.0,6.0,002400,258.0
2016.0,6.0,002501,149.0
2016.0,6.0,002502,256.0
2016.0,6.0,002600,146.0
2016.0,6.0,002701,140.0
2016.0,6.0,002702,220.0
2016.0,6.0,002801,107.0
2016.0,6.0,002802,196.0
2016.0,6.0,002900,205.0
2016.0,6.0,003000,111.0
2016.0,6.0,003100,149.0
2016.0,6.0,003200,270.0
2016.0,6.0,003301,180.0
2016.0,6.0,003302,140.0
2016.0,6.0,003400,270.0
2016.0,6.0,003500,139.0
2016.0,6.0,003600,92.0
2016.0,6.0,003700,96.0
2016.0,6.0,003800,186.0
2016.0,6.0,003900,172.0
2016.0,6.0,004001,95.0
2016.0,6.0,004002,155.0
2016.0,6.0,004100,107.0
2016.0,6.0,004201,131.0
2016.0,6.0,004202,136.0
2016.0,6.0,004300,189.0
2016.0,6.0,004400,422.0
2016.0,6.0,004600,211.0
2016.0,6.0,004701,103.0
2016.0,6.0,004702,74.0
2016.0,6.0,004801,233.0
2016.0,6.0,004802,116.0
2016.0,6.0,004901,165.0
2016.0,6.0,004902,111.0
2016.0,6.0,005001,134.0
2016.0,6.0,005002,83.0
2016.0,6.0,005201,179.0
2016.0,6.0,005301,183.0
2016.0,6.0,005500,366.0
2016.0,6.0,005600,180.0
2016.0,6.0,005800,523.0
2016.0,6.0,005900,254.0
2016.0,6.0,006202,206.0
2016.0,6.0,006400,94.0
2016.0,6.0,006500,155.0
2016.0,6.0,006600,123.0
2016.0,6.0,006700,170.0
2016.0,6.0,006801,111.0
2016.0,6.0,006802,121.0
2016.0,6.0,006804,22.0
2016.0,6.0,006900,128.0
2016.0,6.0,007000,140.0
2016.0,6.0,007100,100.0
2016.0,6.0,007200,157.0
2016.0,6.0,007301,7.0
2016.0,6.0,007304,92.0
2016.0,6.0,007401,53.0
2016.0,6.0,007403,26.0
2016.0,6.0,007404,90.0
2016.0,6.0,007406,22.0
2016.0,6.0,007407,94.0
2016.0,6.0,007408,52.0
2016.0,6.0,007409,40.0
2016.0,6.0,007502,53.0
2016.0,6.0,007503,120.0
2016.0,6.0,007504,69.0
2016.0,6.0,007601,238.0
2016.0,6.0,007603,121.0
2016.0,6.0,007604,148.0
2016.0,6.0,007605,85.0
2016.0,6.0,007703,99.0
2016.0,6.0,007707,186.0
2016.0,6.0,007708,63.0
2016.0,6.0,007709,76.0
2016.0,6.0,007803,243.0
2016.0,6.0,007804,152.0
2016.0,6.0,007806,113.0
2016.0,6.0,007807,102.0
2016.0,6.0,007808,282.0
2016.0,6.0,007809,126.0
2016.0,6.0,007901,206.0
2016.0,6.0,007903,120.0
2016.0,6.0,008001,197.0
2016.0,6.0,008002,145.0
2016.0,6.0,008100,140.0
2016.0,6.0,008200,172.0
2016.0,6.0,008301,297.0
2016.0,6.0,008302,149.0
2016.0,6.0,008402,114.0
2016.0,6.0,008410,247.0
2016.0,6.0,008701,157.0
2016.0,6.0,008702,136.0
2016.0,6.0,008802,250.0
2016.0,6.0,008803,72.0
2016.0,6.0,008804,166.0
2016.0,6.0,008903,150.0
2016.0,6.0,008904,87.0
2016.0,6.0,009000,31.0
2016.0,6.0,009102,204.0
2016.0,6.0,009201,71.0
2016.0,6.0,009203,128.0
2016.0,6.0,009204,39.0
2016.0,6.0,009301,193.0
2016.0,6.0,009302,86.0
2016.0,6.0,009400,177.0
2016.0,6.0,009501,114.0
2016.0,6.0,009503,196.0
2016.0,6.0,009504,117.0
2016.0,6.0,009505,191.0
2016.0,6.0,009507,68.0
2016.0,6.0,009508,101.0
2016.0,6.0,009509,143.0
2016.0,6.0,009601,72.0
2016.0,6.0,009602,52.0
2016.0,6.0,009603,131.0
2016.0,6.0,009604,107.0
2016.0,6.0,009700,68.0
2016.0,6.0,009801,46.0
2016.0,6.0,009802,48.0
2016.0,6.0,009803,67.0
2016.0,6.0,009804,72.0
2016.0,6.0,009807,138.0
2016.0,6.0,009810,29.0
2016.0,6.0,009811,71.0
2016.0,6.0,009901,138.0
2016.0,6.0,009902,167.0
2016.0,6.0,009903,93.0
2016.0,6.0,009904,124.0
2016.0,6.0,009905,115.0
2016.0,6.0,009906,81.0
2016.0,6.0,009907,50.0
2016.0,6.0,010100,293.0
2016.0,6.0,010200,243.0
2016.0,6.0,010300,123.0
2016.0,6.0,010400,182.0
2016.0,6.0,010500,155.0
2016.0,6.0,010600,417.0
2016.0,6.0,010700,476.0
2016.0,6.0,010800,392.0
2016.0,6.0,010900,24.0
2016.0,6.0,011000,53.0
2016.0,6.0,011100,321.0
2016.0,7.0,000100,311.0
2016.0,7.0,000201,10.0
2016.0,7.0,000202,204.0
2016.0,7.0,000300,243.0
2016.0,7.0,000400,96.0
2016.0,7.0,000501,60.0
2016.0,7.0,000502,125.0
2016.0,7.0,000600,131.0
2016.0,7.0,000701,87.0
2016.0,7.0,000702,37.0
2016.0,7.0,000801,98.0
2016.0,7.0,000802,107.0
2016.0,7.0,000901,157.0
2016.0,7.0,000902,83.0
2016.0,7.0,001001,384.0
2016.0,7.0,001002,73.0
2016.0,7.0,001100,296.0
2016.0,7.0,001200,221.0
2016.0,7.0,001301,85.0
2016.0,7.0,001302,98.0
2016.0,7.0,001401,77.0
2016.0,7.0,001402,103.0
2016.0,7.0,001500,163.0
2016.0,7.0,001600,192.0
2016.0,7.0,001702,149.0
2016.0,7.0,001803,60.0
2016.0,7.0,001804,113.0
2016.0,7.0,001901,231.0
2016.0,7.0,001902,94.0
2016.0,7.0,002001,127.0
2016.0,7.0,002002,275.0
2016.0,7.0,002101,260.0
2016.0,7.0,002102,221.0
2016.0,7.0,002201,282.0
2016.0,7.0,002202,150.0
2016.0,7.0,002301,290.0
2016.0,7.0,002302,12.0
2016.0,7.0,002400,371.0
2016.0,7.0,002501,130.0
2016.0,7.0,002502,209.0
2016.0,7.0,002600,78.0
2016.0,7.0,002701,116.0
2016.0,7.0,002702,346.0
2016.0,7.0,002801,100.0
2016.0,7.0,002802,214.0
2016.0,7.0,002900,202.0
2016.0,7.0,003000,113.0
2016.0,7.0,003100,160.0
2016.0,7.0,003200,229.0
2016.0,7.0,003301,180.0
2016.0,7.0,003302,133.0
2016.0,7.0,003400,186.0
2016.0,7.0,003500,178.0
2016.0,7.0,003600,141.0
2016.0,7.0,003700,94.0
2016.0,7.0,003800,133.0
2016.0,7.0,003900,118.0
2016.0,7.0,004001,102.0
2016.0,7.0,004002,103.0
2016.0,7.0,004100,72.0
2016.0,7.0,004201,116.0
2016.0,7.0,004202,127.0
2016.0,7.0,004300,215.0
2016.0,7.0,004400,431.0
2016.0,7.0,004600,233.0
2016.0,7.0,004701,56.0
2016.0,7.0,004702,97.0
2016.0,7.0,004801,220.0
2016.0,7.0,004802,76.0
2016.0,7.0,004901,173.0
2016.0,7.0,004902,124.0
2016.0,7.0,005001,93.0
2016.0,7.0,005002,88.0
2016.0,7.0,005201,234.0
2016.0,7.0,005301,165.0
2016.0,7.0,005500,439.0
2016.0,7.0,005600,172.0
2016.0,7.0,005800,501.0
2016.0,7.0,005900,234.0
2016.0,7.0,006202,177.0
2016.0,7.0,006400,78.0
2016.0,7.0,006500,138.0
2016.0,7.0,006600,139.0
2016.0,7.0,006700,172.0
2016.0,7.0,006801,83.0
2016.0,7.0,006802,96.0
2016.0,7.0,006804,15.0
2016.0,7.0,006900,117.0
2016.0,7.0,007000,165.0
2016.0,7.0,007100,117.0
2016.0,7.0,007200,182.0
2016.0,7.0,007301,11.0
2016.0,7.0,007304,93.0
2016.0,7.0,007401,51.0
2016.0,7.0,007403,42.0
2016.0,7.0,007404,74.0
2016.0,7.0,007406,13.0
2016.0,7.0,007407,102.0
2016.0,7.0,007408,44.0
2016.0,7.0,007409,66.0
2016.0,7.0,007502,59.0
2016.0,7.0,007503,92.0
2016.0,7.0,007504,91.0
2016.0,7.0,007601,259.0
2016.0,7.0,007603,141.0
2016.0,7.0,007604,137.0
2016.0,7.0,007605,89.0
2016.0,7.0,007703,96.0
2016.0,7.0,007707,184.0
2016.0,7.0,007708,64.0
2016.0,7.0,007709,84.0
2016.0,7.0,007803,230.0
2016.0,7.0,007804,93.0
2016.0,7.0,007806,113.0
2016.0,7.0,007807,82.0
2016.0,7.0,007808,184.0
2016.0,7.0,007809,119.0
2016.0,7.0,007901,169.0
2016.0,7.0,007903,91.0
2016.0,7.0,008001,140.0
2016.0,7.0,008002,152.0
2016.0,7.0,008100,163.0
2016.0,7.0,008200,122.0
2016.0,7.0,008301,289.0
2016.0,7.0,008302,165.0
2016.0,7.0,008402,153.0
2016.0,7.0,008410,230.0
2016.0,7.0,008701,133.0
2016.0,7.0,008702,132.0
2016.0,7.0,008802,294.0
2016.0,7.0,008803,59.0
2016.0,7.0,008804,134.0
2016.0,7.0,008903,127.0
2016.0,7.0,008904,58.0
2016.0,7.0,009000,38.0
2016.0,7.0,009102,166.0
2016.0,7.0,009201,48.0
2016.0,7.0,009203,112.0
2016.0,7.0,009204,34.0
2016.0,7.0,009301,162.0
2016.0,7.0,009302,65.0
2016.0,7.0,009400,200.0
2016.0,7.0,009501,86.0
2016.0,7.0,009503,128.0
2016.0,7.0,009504,115.0
2016.0,7.0,009505,201.0
2016.0,7.0,009507,83.0
2016.0,7.0,009508,93.0
2016.0,7.0,009509,112.0
2016.0,7.0,009601,114.0
2016.0,7.0,009602,42.0
2016.0,7.0,009603,130.0
2016.0,7.0,009604,96.0
2016.0,7.0,009700,106.0
2016.0,7.0,009801,42.0
2016.0,7.0,009802,44.0
2016.0,7.0,009803,56.0
2016.0,7.0,009804,58.0
2016.0,7.0,009807,113.0
2016.0,7.0,009810,45.0
2016.0,7.0,009811,90.0
2016.0,7.0,009901,131.0
2016.0,7.0,009902,148.0
2016.0,7.0,009903,72.0
2016.0,7.0,009904,124.0
2016.0,7.0,009905,118.0
2016.0,7.0,009906,66.0
2016.0,7.0,009907,50.0
2016.0,7.0,010100,301.0
2016.0,7.0,010200,304.0
2016.0,7.0,010300,138.0
2016.0,7.0,010400,394.0
2016.0,7.0,010500,294.0
2016.0,7.0,010600,455.0
2016.0,7.0,010700,456.0
2016.0,7.0,010800,340.0
2016.0,7.0,010900,29.0
2016.0,7.0,011000,40.0
2016.0,7.0,011100,272.0
2016.0,8.0,000100,386.0
2016.0,8.0,000201,8.0
2016.0,8.0,000202,272.0
2016.0,8.0,000300,267.0
2016.0,8.0,000400,58.0
2016.0,8.0,000501,116.0
2016.0,8.0,000502,151.0
2016.0,8.0,000600,157.0
2016.0,8.0,000701,85.0
2016.0,8.0,000702,36.0
2016.0,8.0,000801,104.0
2016.0,8.0,000802,176.0
2016.0,8.0,000901,148.0
2016.0,8.0,000902,101.0
2016.0,8.0,001001,360.0
2016.0,8.0,001002,80.0
2016.0,8.0,001100,362.0
2016.0,8.0,001200,163.0
2016.0,8.0,001301,82.0
2016.0,8.0,001302,98.0
2016.0,8.0,001401,131.0
2016.0,8.0,001402,115.0
2016.0,8.0,001500,180.0
2016.0,8.0,001600,210.0
2016.0,8.0,001702,166.0
2016.0,8.0,001803,66.0
2016.0,8.0,001804,129.0
2016.0,8.0,001901,258.0
2016.0,8.0,001902,126.0
2016.0,8.0,002001,163.0
2016.0,8.0,002002,316.0
2016.0,8.0,002101,240.0
2016.0,8.0,002102,296.0
2016.0,8.0,002201,221.0
2016.0,8.0,002202,168.0
2016.0,8.0,002301,244.0
2016.0,8.0,002302,17.0
2016.0,8.0,002400,346.0
2016.0,8.0,002501,153.0
2016.0,8.0,002502,263.0
2016.0,8.0,002600,115.0
2016.0,8.0,002701,165.0
2016.0,8.0,002702,410.0
2016.0,8.0,002801,118.0
2016.0,8.0,002802,245.0
2016.0,8.0,002900,231.0
2016.0,8.0,003000,160.0
2016.0,8.0,003100,196.0
2016.0,8.0,003200,283.0
2016.0,8.0,003301,166.0
2016.0,8.0,003302,177.0
2016.0,8.0,003400,216.0
2016.0,8.0,003500,180.0
2016.0,8.0,003600,147.0
2016.0,8.0,003700,160.0
2016.0,8.0,003800,200.0
2016.0,8.0,003900,147.0
2016.0,8.0,004001,106.0
2016.0,8.0,004002,174.0
2016.0,8.0,004100,130.0
2016.0,8.0,004201,215.0
2016.0,8.0,004202,268.0
2016.0,8.0,004300,243.0
2016.0,8.0,004400,372.0
2016.0,8.0,004600,241.0
2016.0,8.0,004701,61.0
2016.0,8.0,004702,80.0
2016.0,8.0,004801,195.0
2016.0,8.0,004802,152.0
2016.0,8.0,004901,170.0
2016.0,8.0,004902,120.0
2016.0,8.0,005001,149.0
2016.0,8.0,005002,148.0
2016.0,8.0,005201,226.0
2016.0,8.0,005301,226.0
2016.0,8.0,005500,482.0
2016.0,8.0,005600,282.0
2016.0,8.0,005800,561.0
2016.0,8.0,005900,304.0
2016.0,8.0,006202,191.0
2016.0,8.0,006400,111.0
2016.0,8.0,006500,163.0
2016.0,8.0,006600,147.0
2016.0,8.0,006700,180.0
2016.0,8.0,006801,89.0
2016.0,8.0,006802,87.0
2016.0,8.0,006804,12.0
2016.0,8.0,006900,145.0
2016.0,8.0,007000,137.0
2016.0,8.0,007100,126.0
2016.0,8.0,007200,219.0
2016.0,8.0,007301,3.0
2016.0,8.0,007304,92.0
2016.0,8.0,007401,52.0
2016.0,8.0,007403,20.0
2016.0,8.0,007404,90.0
2016.0,8.0,007406,12.0
2016.0,8.0,007407,110.0
2016.0,8.0,007408,42.0
2016.0,8.0,007409,78.0
2016.0,8.0,007502,86.0
2016.0,8.0,007503,102.0
2016.0,8.0,007504,100.0
2016.0,8.0,007601,246.0
2016.0,8.0,007603,133.0
2016.0,8.0,007604,147.0
2016.0,8.0,007605,96.0
2016.0,8.0,007703,108.0
2016.0,8.0,007707,152.0
2016.0,8.0,007708,64.0
2016.0,8.0,007709,102.0
2016.0,8.0,007803,218.0
2016.0,8.0,007804,108.0
2016.0,8.0,007806,117.0
2016.0,8.0,007807,97.0
2016.0,8.0,007808,199.0
2016.0,8.0,007809,127.0
2016.0,8.0,007901,196.0
2016.0,8.0,007903,135.0
2016.0,8.0,008001,200.0
2016.0,8.0,008002,218.0
2016.0,8.0,008100,157.0
2016.0,8.0,008200,164.0
2016.0,8.0,008301,363.0
2016.0,8.0,008302,216.0
2016.0,8.0,008402,140.0
2016.0,8.0,008410,274.0
2016.0,8.0,008701,220.0
2016.0,8.0,008702,141.0
2016.0,8.0,008802,342.0
2016.0,8.0,008803,73.0
2016.0,8.0,008804,163.0
2016.0,8.0,008903,191.0
2016.0,8.0,008904,74.0
2016.0,8.0,009000,23.0
2016.0,8.0,009102,208.0
2016.0,8.0,009201,84.0
2016.0,8.0,009203,176.0
2016.0,8.0,009204,43.0
2016.0,8.0,009301,208.0
2016.0,8.0,009302,67.0
2016.0,8.0,009400,230.0
2016.0,8.0,009501,78.0
2016.0,8.0,009503,177.0
2016.0,8.0,009504,155.0
2016.0,8.0,009505,239.0
2016.0,8.0,009507,154.0
2016.0,8.0,009508,114.0
2016.0,8.0,009509,169.0
2016.0,8.0,009601,103.0
2016.0,8.0,009602,38.0
2016.0,8.0,009603,120.0
2016.0,8.0,009604,111.0
2016.0,8.0,009700,93.0
2016.0,8.0,009801,56.0
2016.0,8.0,009802,44.0
2016.0,8.0,009803,96.0
2016.0,8.0,009804,89.0
2016.0,8.0,009807,135.0
2016.0,8.0,009810,45.0
2016.0,8.0,009811,95.0
2016.0,8.0,009901,147.0
2016.0,8.0,009902,144.0
2016.0,8.0,009903,71.0
2016.0,8.0,009904,91.0
2016.0,8.0,009905,113.0
2016.0,8.0,009906,81.0
2016.0,8.0,009907,48.0
2016.0,8.0,010100,330.0
2016.0,8.0,010200,242.0
2016.0,8.0,010300,105.0
2016.0,8.0,010400,382.0
2016.0,8.0,010500,471.0
2016.0,8.0,010600,458.0
2016.0,8.0,010700,622.0
2016.0,8.0,010800,451.0
2016.0,8.0,010900,29.0
2016.0,8.0,011000,49.0
2016.0,8.0,011100,349.0
2016.0,9.0,000100,374.0
2016.0,9.0,000201,21.0
2016.0,9.0,000202,265.0
2016.0,9.0,000300,241.0
2016.0,9.0,000400,99.0
2016.0,9.0,000501,99.0
2016.0,9.0,000502,110.0
2016.0,9.0,000600,157.0
2016.0,9.0,000701,101.0
2016.0,9.0,000702,32.0
2016.0,9.0,000801,139.0
2016.0,9.0,000802,185.0
