year,time_aggregation_value,census_tract,totalrequests
2016.0,9.0,000901,203.0
2016.0,9.0,000902,83.0
2016.0,9.0,001001,372.0
2016.0,9.0,001002,88.0
2016.0,9.0,001100,293.0
2016.0,9.0,001200,155.0
2016.0,9.0,001301,105.0
2016.0,9.0,001302,97.0
2016.0,9.0,001401,125.0
2016.0,9.0,001402,124.0
2016.0,9.0,001500,235.0
2016.0,9.0,001600,212.0
2016.0,9.0,001702,165.0
2016.0,9.0,001803,77.0
2016.0,9.0,001804,131.0
2016.0,9.0,001901,219.0
2016.0,9.0,001902,90.0
2016.0,9.0,002001,120.0
2016.0,9.0,002002,178.0
2016.0,9.0,002101,243.0
2016.0,9.0,002102,261.0
2016.0,9.0,002201,211.0
2016.0,9.0,002202,143.0
2016.0,9.0,002301,204.0
2016.0,9.0,002302,20.0
2016.0,9.0,002400,233.0
2016.0,9.0,002501,207.0
2016.0,9.0,002502,216.0
2016.0,9.0,002600,95.0
2016.0,9.0,002701,125.0
2016.0,9.0,002702,220.0
2016.0,9.0,002801,71.0
2016.0,9.0,002802,166.0
2016.0,9.0,002900,179.0
2016.0,9.0,003000,100.0
2016.0,9.0,003100,176.0
2016.0,9.0,003200,307.0
2016.0,9.0,003301,199.0
2016.0,9.0,003302,133.0
2016.0,9.0,003400,199.0
2016.0,9.0,003500,184.0
2016.0,9.0,003600,172.0
2016.0,9.0,003700,95.0
2016.0,9.0,003800,157.0
2016.0,9.0,003900,128.0
2016.0,9.0,004001,121.0
2016.0,9.0,004002,104.0
2016.0,9.0,004100,120.0
2016.0,9.0,004201,149.0
2016.0,9.0,004202,179.0
2016.0,9.0,004300,217.0
2016.0,9.0,004400,396.0
2016.0,9.0,004600,244.0
2016.0,9.0,004701,55.0
2016.0,9.0,004702,84.0
2016.0,9.0,004801,221.0
2016.0,9.0,004802,116.0
2016.0,9.0,004901,165.0
2016.0,9.0,004902,159.0
2016.0,9.0,005001,159.0
2016.0,9.0,005002,106.0
2016.0,9.0,005201,223.0
2016.0,9.0,005301,192.0
2016.0,9.0,005500,521.0
2016.0,9.0,005600,234.0
2016.0,9.0,005800,476.0
2016.0,9.0,005900,226.0
2016.0,9.0,006202,174.0
2016.0,9.0,006400,94.0
2016.0,9.0,006500,127.0
2016.0,9.0,006600,142.0
2016.0,9.0,006700,190.0
2016.0,9.0,006801,71.0
2016.0,9.0,006802,122.0
2016.0,9.0,006804,13.0
2016.0,9.0,006900,127.0
2016.0,9.0,007000,153.0
2016.0,9.0,007100,121.0
2016.0,9.0,007200,174.0
2016.0,9.0,007301,4.0
2016.0,9.0,007304,83.0
2016.0,9.0,007401,59.0
2016.0,9.0,007403,18.0
2016.0,9.0,007404,80.0
2016.0,9.0,007406,20.0
2016.0,9.0,007407,133.0
2016.0,9.0,007408,50.0
2016.0,9.0,007409,60.0
2016.0,9.0,007502,61.0
2016.0,9.0,007503,110.0
2016.0,9.0,007504,73.0
2016.0,9.0,007601,190.0
2016.0,9.0,007603,138.0
2016.0,9.0,007604,190.0
2016.0,9.0,007605,113.0
2016.0,9.0,007703,75.0
2016.0,9.0,007707,177.0
2016.0,9.0,007708,62.0
2016.0,9.0,007709,80.0
2016.0,9.0,007803,196.0
2016.0,9.0,007804,113.0
2016.0,9.0,007806,101.0
2016.0,9.0,007807,107.0
2016.0,9.0,007808,152.0
2016.0,9.0,007809,137.0
2016.0,9.0,007901,215.0
2016.0,9.0,007903,131.0
2016.0,9.0,008001,183.0
2016.0,9.0,008002,163.0
2016.0,9.0,008100,129.0
2016.0,9.0,008200,155.0
2016.0,9.0,008301,543.0
2016.0,9.0,008302,394.0
2016.0,9.0,008402,154.0
2016.0,9.0,008410,332.0
2016.0,9.0,008701,224.0
2016.0,9.0,008702,160.0
2016.0,9.0,008802,271.0
2016.0,9.0,008803,58.0
2016.0,9.0,008804,88.0
2016.0,9.0,008903,173.0
2016.0,9.0,008904,69.0
2016.0,9.0,009000,46.0
2016.0,9.0,009102,198.0
2016.0,9.0,009201,89.0
2016.0,9.0,009203,131.0
2016.0,9.0,009204,28.0
2016.0,9.0,009301,201.0
2016.0,9.0,009302,106.0
2016.0,9.0,009400,231.0
2016.0,9.0,009501,60.0
2016.0,9.0,009503,141.0
2016.0,9.0,009504,126.0
2016.0,9.0,009505,177.0
2016.0,9.0,009507,74.0
2016.0,9.0,009508,109.0
2016.0,9.0,009509,131.0
2016.0,9.0,009601,119.0
2016.0,9.0,009602,43.0
2016.0,9.0,009603,114.0
2016.0,9.0,009604,73.0
2016.0,9.0,009700,88.0
2016.0,9.0,009801,54.0
2016.0,9.0,009802,33.0
2016.0,9.0,009803,56.0
2016.0,9.0,009804,56.0
2016.0,9.0,009807,110.0
2016.0,9.0,009810,28.0
2016.0,9.0,009811,64.0
2016.0,9.0,009901,141.0
2016.0,9.0,009902,137.0
2016.0,9.0,009903,72.0
2016.0,9.0,009904,75.0
2016.0,9.0,009905,114.0
2016.0,9.0,009906,62.0
2016.0,9.0,009907,40.0
2016.0,9.0,010100,266.0
2016.0,9.0,010200,179.0
2016.0,9.0,010300,122.0
2016.0,9.0,010400,191.0
2016.0,9.0,010500,225.0
2016.0,9.0,010600,437.0
2016.0,9.0,010700,428.0
2016.0,9.0,010800,325.0
2016.0,9.0,010900,31.0
2016.0,9.0,011000,54.0
2016.0,9.0,011100,311.0
2016.0,10.0,000100,426.0
2016.0,10.0,000201,19.0
2016.0,10.0,000202,341.0
2016.0,10.0,000300,152.0
2016.0,10.0,000400,86.0
2016.0,10.0,000501,60.0
2016.0,10.0,000502,80.0
2016.0,10.0,000600,164.0
2016.0,10.0,000701,67.0
2016.0,10.0,000702,22.0
2016.0,10.0,000801,99.0
2016.0,10.0,000802,109.0
2016.0,10.0,000901,127.0
2016.0,10.0,000902,70.0
2016.0,10.0,001001,291.0
2016.0,10.0,001002,45.0
2016.0,10.0,001100,232.0
2016.0,10.0,001200,139.0
2016.0,10.0,001301,91.0
2016.0,10.0,001302,121.0
2016.0,10.0,001401,98.0
2016.0,10.0,001402,91.0
2016.0,10.0,001500,145.0
2016.0,10.0,001600,159.0
2016.0,10.0,001702,184.0
2016.0,10.0,001803,50.0
2016.0,10.0,001804,104.0
2016.0,10.0,001901,211.0
2016.0,10.0,001902,99.0
2016.0,10.0,002001,65.0
2016.0,10.0,002002,127.0
2016.0,10.0,002101,194.0
2016.0,10.0,002102,208.0
2016.0,10.0,002201,144.0
2016.0,10.0,002202,90.0
2016.0,10.0,002301,139.0
2016.0,10.0,002302,22.0
2016.0,10.0,002400,216.0
2016.0,10.0,002501,104.0
2016.0,10.0,002502,215.0
2016.0,10.0,002600,69.0
2016.0,10.0,002701,89.0
2016.0,10.0,002702,152.0
2016.0,10.0,002801,79.0
2016.0,10.0,002802,181.0
2016.0,10.0,002900,154.0
2016.0,10.0,003000,101.0
2016.0,10.0,003100,149.0
2016.0,10.0,003200,251.0
2016.0,10.0,003301,129.0
2016.0,10.0,003302,104.0
2016.0,10.0,003400,210.0
2016.0,10.0,003500,178.0
2016.0,10.0,003600,120.0
2016.0,10.0,003700,76.0
2016.0,10.0,003800,167.0
2016.0,10.0,003900,109.0
2016.0,10.0,004001,103.0
2016.0,10.0,004002,115.0
2016.0,10.0,004100,130.0
2016.0,10.0,004201,154.0
2016.0,10.0,004202,145.0
2016.0,10.0,004300,170.0
2016.0,10.0,004400,363.0
2016.0,10.0,004600,223.0
2016.0,10.0,004701,85.0
2016.0,10.0,004702,63.0
2016.0,10.0,004801,214.0
2016.0,10.0,004802,107.0
2016.0,10.0,004901,144.0
2016.0,10.0,004902,136.0
2016.0,10.0,005001,113.0
2016.0,10.0,005002,86.0
2016.0,10.0,005201,242.0
2016.0,10.0,005301,142.0
2016.0,10.0,005500,399.0
2016.0,10.0,005600,223.0
2016.0,10.0,005800,473.0
2016.0,10.0,005900,238.0
2016.0,10.0,006202,233.0
2016.0,10.0,006400,67.0
2016.0,10.0,006500,92.0
2016.0,10.0,006600,98.0
2016.0,10.0,006700,123.0
2016.0,10.0,006801,88.0
2016.0,10.0,006802,107.0
2016.0,10.0,006804,21.0
2016.0,10.0,006900,92.0
2016.0,10.0,007000,129.0
2016.0,10.0,007100,105.0
2016.0,10.0,007200,128.0
2016.0,10.0,007301,14.0
2016.0,10.0,007304,89.0
2016.0,10.0,007401,62.0
2016.0,10.0,007403,23.0
2016.0,10.0,007404,82.0
2016.0,10.0,007406,14.0
2016.0,10.0,007407,114.0
2016.0,10.0,007408,39.0
2016.0,10.0,007409,38.0
2016.0,10.0,007502,71.0
2016.0,10.0,007503,92.0
2016.0,10.0,007504,62.0
2016.0,10.0,007601,159.0
2016.0,10.0,007603,148.0
2016.0,10.0,007604,154.0
2016.0,10.0,007605,67.0
2016.0,10.0,007703,77.0
2016.0,10.0,007707,144.0
2016.0,10.0,007708,64.0
2016.0,10.0,007709,92.0
2016.0,10.0,007803,190.0
2016.0,10.0,007804,81.0
2016.0,10.0,007806,96.0
2016.0,10.0,007807,91.0
2016.0,10.0,007808,178.0
2016.0,10.0,007809,126.0
2016.0,10.0,007901,163.0
2016.0,10.0,007903,113.0
2016.0,10.0,008001,174.0
2016.0,10.0,008002,154.0
2016.0,10.0,008100,78.0
2016.0,10.0,008200,144.0
2016.0,10.0,008301,172.0
2016.0,10.0,008302,122.0
2016.0,10.0,008402,120.0
2016.0,10.0,008410,170.0
2016.0,10.0,008701,170.0
2016.0,10.0,008702,143.0
2016.0,10.0,008802,204.0
2016.0,10.0,008803,77.0
2016.0,10.0,008804,111.0
2016.0,10.0,008903,85.0
2016.0,10.0,008904,68.0
2016.0,10.0,009000,43.0
2016.0,10.0,009102,142.0
2016.0,10.0,009201,71.0
2016.0,10.0,009203,92.0
2016.0,10.0,009204,28.0
2016.0,10.0,009301,173.0
2016.0,10.0,009302,72.0
2016.0,10.0,009400,188.0
2016.0,10.0,009501,86.0
2016.0,10.0,009503,118.0
2016.0,10.0,009504,126.0
2016.0,10.0,009505,184.0
2016.0,10.0,009507,60.0
2016.0,10.0,009508,92.0
2016.0,10.0,009509,105.0
2016.0,10.0,009601,92.0
2016.0,10.0,009602,45.0
2016.0,10.0,009603,114.0
2016.0,10.0,009604,109.0
2016.0,10.0,009700,95.0
2016.0,10.0,009801,44.0
2016.0,10.0,009802,38.0
2016.0,10.0,009803,76.0
2016.0,10.0,009804,64.0
2016.0,10.0,009807,86.0
2016.0,10.0,009810,33.0
2016.0,10.0,009811,69.0
2016.0,10.0,009901,141.0
2016.0,10.0,009902,140.0
2016.0,10.0,009903,55.0
2016.0,10.0,009904,70.0
2016.0,10.0,009905,105.0
2016.0,10.0,009906,58.0
2016.0,10.0,009907,51.0
2016.0,10.0,010100,241.0
2016.0,10.0,010200,209.0
2016.0,10.0,010300,102.0
2016.0,10.0,010400,258.0
2016.0,10.0,010500,260.0
2016.0,10.0,010600,343.0
2016.0,10.0,010700,441.0
2016.0,10.0,010800,345.0
2016.0,10.0,010900,29.0
2016.0,10.0,011000,30.0
2016.0,10.0,011100,268.0
2016.0,11.0,000100,353.0
2016.0,11.0,000201,10.0
2016.0,11.0,000202,298.0
2016.0,11.0,000300,148.0
2016.0,11.0,000400,54.0
2016.0,11.0,000501,64.0
2016.0,11.0,000502,59.0
2016.0,11.0,000600,125.0
2016.0,11.0,000701,40.0
2016.0,11.0,000702,17.0
2016.0,11.0,000801,82.0
2016.0,11.0,000802,93.0
2016.0,11.0,000901,112.0
2016.0,11.0,000902,50.0
2016.0,11.0,001001,345.0
2016.0,11.0,001002,50.0
2016.0,11.0,001100,297.0
2016.0,11.0,001200,126.0
2016.0,11.0,001301,73.0
2016.0,11.0,001302,78.0
2016.0,11.0,001401,99.0
2016.0,11.0,001402,71.0
2016.0,11.0,001500,140.0
2016.0,11.0,001600,153.0
2016.0,11.0,001702,143.0
2016.0,11.0,001803,52.0
2016.0,11.0,001804,74.0
2016.0,11.0,001901,168.0
2016.0,11.0,001902,86.0
2016.0,11.0,002001,58.0
2016.0,11.0,002002,125.0
2016.0,11.0,002101,156.0
2016.0,11.0,002102,132.0
2016.0,11.0,002201,137.0
2016.0,11.0,002202,86.0
2016.0,11.0,002301,127.0
2016.0,11.0,002302,18.0
2016.0,11.0,002400,152.0
2016.0,11.0,002501,81.0
2016.0,11.0,002502,164.0
2016.0,11.0,002600,72.0
2016.0,11.0,002701,85.0
2016.0,11.0,002702,153.0
2016.0,11.0,002801,77.0
2016.0,11.0,002802,153.0
2016.0,11.0,002900,112.0
2016.0,11.0,003000,78.0
2016.0,11.0,003100,99.0
2016.0,11.0,003200,202.0
2016.0,11.0,003301,134.0
2016.0,11.0,003302,69.0
2016.0,11.0,003400,173.0
2016.0,11.0,003500,154.0
2016.0,11.0,003600,123.0
2016.0,11.0,003700,100.0
2016.0,11.0,003800,127.0
2016.0,11.0,003900,128.0
2016.0,11.0,004001,94.0
2016.0,11.0,004002,108.0
2016.0,11.0,004100,95.0
2016.0,11.0,004201,79.0
2016.0,11.0,004202,111.0
2016.0,11.0,004300,113.0
2016.0,11.0,004400,257.0
2016.0,11.0,004600,193.0
2016.0,11.0,004701,76.0
2016.0,11.0,004702,49.0
2016.0,11.0,004801,117.0
2016.0,11.0,004802,64.0
2016.0,11.0,004901,82.0
2016.0,11.0,004902,81.0
2016.0,11.0,005001,103.0
2016.0,11.0,005002,55.0
2016.0,11.0,005201,193.0
2016.0,11.0,005301,104.0
2016.0,11.0,005500,368.0
2016.0,11.0,005600,181.0
2016.0,11.0,005800,385.0
2016.0,11.0,005900,140.0
2016.0,11.0,006202,155.0
2016.0,11.0,006400,49.0
2016.0,11.0,006500,105.0
2016.0,11.0,006600,115.0
2016.0,11.0,006700,110.0
2016.0,11.0,006801,54.0
2016.0,11.0,006802,98.0
2016.0,11.0,006804,11.0
2016.0,11.0,006900,83.0
2016.0,11.0,007000,95.0
2016.0,11.0,007100,78.0
2016.0,11.0,007200,128.0
2016.0,11.0,007301,4.0
2016.0,11.0,007304,75.0
2016.0,11.0,007401,44.0
2016.0,11.0,007403,23.0
2016.0,11.0,007404,66.0
2016.0,11.0,007406,13.0
2016.0,11.0,007407,89.0
2016.0,11.0,007408,32.0
2016.0,11.0,007409,52.0
2016.0,11.0,007502,45.0
2016.0,11.0,007503,80.0
2016.0,11.0,007504,49.0
2016.0,11.0,007601,121.0
2016.0,11.0,007603,103.0
2016.0,11.0,007604,110.0
2016.0,11.0,007605,72.0
2016.0,11.0,007703,88.0
2016.0,11.0,007707,115.0
2016.0,11.0,007708,67.0
2016.0,11.0,007709,56.0
2016.0,11.0,007803,154.0
2016.0,11.0,007804,75.0
2016.0,11.0,007806,69.0
2016.0,11.0,007807,89.0
2016.0,11.0,007808,148.0
2016.0,11.0,007809,78.0
2016.0,11.0,007901,139.0
2016.0,11.0,007903,129.0
2016.0,11.0,008001,128.0
2016.0,11.0,008002,119.0
2016.0,11.0,008100,80.0
2016.0,11.0,008200,98.0
2016.0,11.0,008301,128.0
2016.0,11.0,008302,83.0
2016.0,11.0,008402,89.0
2016.0,11.0,008410,156.0
2016.0,11.0,008701,116.0
2016.0,11.0,008702,138.0
2016.0,11.0,008802,148.0
2016.0,11.0,008803,60.0
2016.0,11.0,008804,79.0
2016.0,11.0,008903,86.0
2016.0,11.0,008904,59.0
2016.0,11.0,009000,24.0
2016.0,11.0,009102,122.0
2016.0,11.0,009201,52.0
2016.0,11.0,009203,86.0
2016.0,11.0,009204,32.0
2016.0,11.0,009301,97.0
2016.0,11.0,009302,60.0
2016.0,11.0,009400,169.0
2016.0,11.0,009501,63.0
2016.0,11.0,009503,118.0
2016.0,11.0,009504,100.0
2016.0,11.0,009505,148.0
2016.0,11.0,009507,60.0
2016.0,11.0,009508,105.0
2016.0,11.0,009509,115.0
2016.0,11.0,009601,78.0
2016.0,11.0,009602,19.0
2016.0,11.0,009603,87.0
2016.0,11.0,009604,92.0
2016.0,11.0,009700,70.0
2016.0,11.0,009801,38.0
2016.0,11.0,009802,35.0
2016.0,11.0,009803,82.0
2016.0,11.0,009804,49.0
2016.0,11.0,009807,104.0
2016.0,11.0,009810,31.0
2016.0,11.0,009811,64.0
2016.0,11.0,009901,122.0
2016.0,11.0,009902,141.0
2016.0,11.0,009903,64.0
2016.0,11.0,009904,83.0
2016.0,11.0,009905,76.0
2016.0,11.0,009906,39.0
2016.0,11.0,009907,48.0
2016.0,11.0,010100,200.0
2016.0,11.0,010200,231.0
2016.0,11.0,010300,68.0
2016.0,11.0,010400,146.0
2016.0,11.0,010500,81.0
2016.0,11.0,010600,249.0
2016.0,11.0,010700,468.0
2016.0,11.0,010800,409.0
2016.0,11.0,010900,20.0
2016.0,11.0,011000,34.0
2016.0,11.0,011100,212.0
2016.0,12.0,000100,291.0
2016.0,12.0,000201,20.0
2016.0,12.0,000202,219.0
2016.0,12.0,000300,131.0
2016.0,12.0,000400,51.0
2016.0,12.0,000501,79.0
2016.0,12.0,000502,60.0
2016.0,12.0,000600,111.0
2016.0,12.0,000701,60.0
2016.0,12.0,000702,27.0
2016.0,12.0,000801,111.0
2016.0,12.0,000802,144.0
2016.0,12.0,000901,103.0
2016.0,12.0,000902,67.0
2016.0,12.0,001001,267.0
2016.0,12.0,001002,39.0
2016.0,12.0,001100,258.0
2016.0,12.0,001200,110.0
2016.0,12.0,001301,59.0
2016.0,12.0,001302,70.0
2016.0,12.0,001401,67.0
2016.0,12.0,001402,92.0
2016.0,12.0,001500,123.0
2016.0,12.0,001600,154.0
2016.0,12.0,001702,186.0
2016.0,12.0,001803,40.0
2016.0,12.0,001804,106.0
2016.0,12.0,001901,151.0
2016.0,12.0,001902,105.0
2016.0,12.0,002001,69.0
2016.0,12.0,002002,138.0
2016.0,12.0,002101,158.0
2016.0,12.0,002102,181.0
2016.0,12.0,002201,133.0
2016.0,12.0,002202,95.0
2016.0,12.0,002301,106.0
2016.0,12.0,002302,15.0
2016.0,12.0,002400,164.0
2016.0,12.0,002501,116.0
2016.0,12.0,002502,174.0
2016.0,12.0,002600,68.0
2016.0,12.0,002701,89.0
2016.0,12.0,002702,140.0
2016.0,12.0,002801,60.0
2016.0,12.0,002802,123.0
2016.0,12.0,002900,198.0
2016.0,12.0,003000,93.0
2016.0,12.0,003100,147.0
2016.0,12.0,003200,229.0
2016.0,12.0,003301,170.0
2016.0,12.0,003302,127.0
2016.0,12.0,003400,170.0
2016.0,12.0,003500,161.0
2016.0,12.0,003600,118.0
2016.0,12.0,003700,64.0
2016.0,12.0,003800,134.0
2016.0,12.0,003900,76.0
2016.0,12.0,004001,74.0
2016.0,12.0,004002,70.0
2016.0,12.0,004100,73.0
2016.0,12.0,004201,122.0
2016.0,12.0,004202,140.0
2016.0,12.0,004300,127.0
2016.0,12.0,004400,269.0
2016.0,12.0,004600,263.0
2016.0,12.0,004701,62.0
2016.0,12.0,004702,68.0
2016.0,12.0,004801,173.0
2016.0,12.0,004802,67.0
2016.0,12.0,004901,78.0
2016.0,12.0,004902,82.0
2016.0,12.0,005001,109.0
2016.0,12.0,005002,82.0
2016.0,12.0,005201,128.0
2016.0,12.0,005301,95.0
2016.0,12.0,005500,421.0
2016.0,12.0,005600,207.0
2016.0,12.0,005800,488.0
2016.0,12.0,005900,215.0
2016.0,12.0,006202,185.0
2016.0,12.0,006400,42.0
2016.0,12.0,006500,114.0
2016.0,12.0,006600,154.0
2016.0,12.0,006700,159.0
2016.0,12.0,006801,60.0
2016.0,12.0,006802,90.0
2016.0,12.0,006804,23.0
2016.0,12.0,006900,79.0
2016.0,12.0,007000,122.0
2016.0,12.0,007100,58.0
2016.0,12.0,007200,151.0
2016.0,12.0,007301,8.0
2016.0,12.0,007304,84.0
2016.0,12.0,007401,38.0
2016.0,12.0,007403,21.0
2016.0,12.0,007404,67.0
2016.0,12.0,007406,11.0
2016.0,12.0,007407,91.0
2016.0,12.0,007408,30.0
2016.0,12.0,007409,63.0
2016.0,12.0,007502,57.0
2016.0,12.0,007503,75.0
2016.0,12.0,007504,60.0
2016.0,12.0,007601,165.0
2016.0,12.0,007603,104.0
2016.0,12.0,007604,120.0
2016.0,12.0,007605,68.0
2016.0,12.0,007703,94.0
2016.0,12.0,007707,145.0
2016.0,12.0,007708,53.0
2016.0,12.0,007709,82.0
2016.0,12.0,007803,162.0
2016.0,12.0,007804,90.0
2016.0,12.0,007806,70.0
2016.0,12.0,007807,73.0
2016.0,12.0,007808,141.0
2016.0,12.0,007809,103.0
2016.0,12.0,007901,158.0
2016.0,12.0,007903,112.0
2016.0,12.0,008001,153.0
2016.0,12.0,008002,121.0
2016.0,12.0,008100,105.0
2016.0,12.0,008200,136.0
2016.0,12.0,008301,137.0
2016.0,12.0,008302,92.0
2016.0,12.0,008402,97.0
2016.0,12.0,008410,142.0
2016.0,12.0,008701,134.0
2016.0,12.0,008702,107.0
2016.0,12.0,008802,149.0
2016.0,12.0,008803,79.0
2016.0,12.0,008804,109.0
2016.0,12.0,008903,67.0
2016.0,12.0,008904,68.0
2016.0,12.0,009000,32.0
2016.0,12.0,009102,117.0
2016.0,12.0,009201,80.0
2016.0,12.0,009203,116.0
2016.0,12.0,009204,34.0
2016.0,12.0,009301,153.0
2016.0,12.0,009302,78.0
2016.0,12.0,009400,184.0
2016.0,12.0,009501,61.0
2016.0,12.0,009503,178.0
2016.0,12.0,009504,121.0
2016.0,12.0,009505,144.0
2016.0,12.0,009507,61.0
2016.0,12.0,009508,112.0
2016.0,12.0,009509,129.0
2016.0,12.0,009601,96.0
2016.0,12.0,009602,33.0
2016.0,12.0,009603,115.0
2016.0,12.0,009604,64.0
2016.0,12.0,009700,85.0
2016.0,12.0,009801,29.0
2016.0,12.0,009802,30.0
2016.0,12.0,009803,63.0
2016.0,12.0,009804,47.0
2016.0,12.0,009807,88.0
2016.0,12.0,009810,23.0
2016.0,12.0,009811,89.0
2016.0,12.0,009901,133.0
2016.0,12.0,009902,163.0
2016.0,12.0,009903,88.0
2016.0,12.0,009904,91.0
2016.0,12.0,009905,136.0
2016.0,12.0,009906,47.0
2016.0,12.0,009907,41.0
2016.0,12.0,010100,254.0
2016.0,12.0,010200,223.0
2016.0,12.0,010300,88.0
2016.0,12.0,010400,148.0
2016.0,12.0,010500,106.0
2016.0,12.0,010600,280.0
2016.0,12.0,010700,515.0
2016.0,12.0,010800,575.0
2016.0,12.0,010900,36.0
2016.0,12.0,011000,52.0
2016.0,12.0,011100,260.0
